;title_uk;brand_uk;model_uk;price_uk (gbp);year_uk;kilometrage_uk;fuelType_uk;bodyType_uk;gearBox_uk;link_uk;brand_fr;model_fr;price_fr (eur);year_fr;kilometrage_fr;fuelType_fr;gearBox_fr;link_fr
92;Ford Mustang 5.0 V8 GT Fastback 2dr;Ford;Mustang 5.0;25495.0;2015;104608.70934;;Coupe;Petrol;https://www.autotrader.co.uk/classified/advert/201909031827363;Ford;Mustang;29900.0;2013;87008;ESSENCE;MANUELLE;http://www.leparking.fr//voiture-occasion-detail/ford-mustang/gt-5.0l-v8-bvm-coupe/EEEHZD9B.html
93;Ford Mustang 5.0 V8 GT Fastback 2dr;Ford;Mustang 5.0;25495.0;2015;104608.70934;;Coupe;Petrol;https://www.autotrader.co.uk/classified/advert/201909031827363;Ford;Mustang;28800.0;2013;78400;ESSENCE;MANUELLE;http://www.leparking.fr//voiture-occasion-detail/ford-mustang/gt-5.0l-v8-bvm-cpe/YDD8XBLS.html
94;Ford Mustang 5.0 V8 GT Fastback 2dr;Ford;Mustang 5.0;25495.0;2015;104608.70934;;Coupe;Petrol;https://www.autotrader.co.uk/classified/advert/201909031827363;Ford;Mustang cabriolet;30988.0;2013;113387;ESSENCE;MANUELLE;http://www.leparking.fr//voiture-occasion-detail/ford-mustang-cabriolet/gt-cabriolet-5.0l/A007610Z.html
95;Ford Mustang 5.0 V8 GT Fastback 2dr;Ford;Mustang 5.0;25495.0;2015;104608.70934;;Coupe;Petrol;https://www.autotrader.co.uk/classified/advert/201909031827363;Ford;Mustang cabriolet;28700.0;2013;133737;ESSENCE;AUTOMATIQUE;http://www.leparking.fr//voiture-occasion-detail/ford-mustang-cabriolet/gt-cabriolet-5.0l/OKKWZ6KS.html
96;Ford Mustang 5.0 V8 GT Fastback 2dr;Ford;Mustang 5.0;25495.0;2015;104608.70934;;Coupe;Petrol;https://www.autotrader.co.uk/classified/advert/201909031827363;Ford;Mustang;28600.0;2013;67600;ESSENCE;MANUELLE;http://www.leparking.fr//voiture-occasion-detail/ford-mustang/gt-5.0l-v8-bvm-coupe/IJJUBWJH.html
97;Ford Mustang 5.0 V8 GT Fastback 2dr;Ford;Mustang 5.0;25495.0;2015;104608.70934;;Coupe;Petrol;https://www.autotrader.co.uk/classified/advert/201909031827363;Ford;Mustang cabriolet;31990.0;2013;74766;ESSENCE;MANUELLE;http://www.leparking.fr//voiture-occasion-detail/ford-mustang-cabriolet/gt-cabriolet-5.0l/NBBGKNIK.html
98;Ford Mustang 5.0 V8 GT Fastback 2dr;Ford;Mustang 5.0;25495.0;2015;104608.70934;;Coupe;Petrol;https://www.autotrader.co.uk/classified/advert/201909031827363;Ford;Mustang cabriolet;30592.0;2014;92984;ESSENCE;AUTOMATIQUE;http://www.leparking.fr//voiture-occasion-detail/ford-mustang-cabriolet/gt-cabriolet-5.0l/7LJYNOC9.html
99;Ford Mustang 5.0 V8 GT Fastback 2dr;Ford;Mustang 5.0;25495.0;2015;104608.70934;;Coupe;Petrol;https://www.autotrader.co.uk/classified/advert/201909031827363;Ford;Mustang cabriolet;34900.0;2013;50392;ESSENCE;MANUELLE;http://www.leparking.fr//voiture-occasion-detail/ford-mustang-cabriolet/gt-cabriolet-5.0l/9GXDJHPQ.html
100;Ford Mustang 5.0 V8 GT Fastback 2dr;Ford;Mustang 5.0;25495.0;2015;104608.70934;;Coupe;Petrol;https://www.autotrader.co.uk/classified/advert/201909031827363;Ford;Mustang cabriolet;28588.0;2013;133793;ESSENCE;AUTOMATIQUE;http://www.leparking.fr//voiture-occasion-detail/ford-mustang-cabriolet/gt-cabriolet-5.0l/A02B7SLZ.html
101;Ford Mustang 5.0 V8 GT Fastback 2dr;Ford;Mustang 5.0;25495.0;2015;104608.70934;;Coupe;Petrol;https://www.autotrader.co.uk/classified/advert/201909031827363;Ford;Mustang cabriolet;33900.0;2014;80000;ESSENCE;MANUELLE;http://www.leparking.fr//voiture-occasion-detail/ford-mustang-cabriolet/gt-premium/9GRC68VQ.html
102;Ford Mustang 5.0 V8 GT Fastback 2dr;Ford;Mustang 5.0;25495.0;2015;104608.70934;;Coupe;Petrol;https://www.autotrader.co.uk/classified/advert/201909031827363;Ford;Mustang;29900.0;2015;89300;ESSENCE;MANUELLE;http://www.leparking.fr//voiture-occasion-detail/ford-mustang-fastback/mustang-4-cyl-turbo-cuir-8l-100-300cv/NBDJC06K.html
103;Ford Mustang 5.0 V8 GT Fastback 2dr;Ford;Mustang 5.0;25495.0;2015;104608.70934;;Coupe;Petrol;https://www.autotrader.co.uk/classified/advert/201909031827363;Ford;Mustang;31500.0;2015;61000;ESSENCE;MANUELLE;http://www.leparking.fr//voiture-occasion-detail/ford-mustang-fastback/300cv-4cyl-turbo-bvm6-premium-300cv/PFYFUAK2.html
104;Ford Mustang 5.0 V8 GT Fastback 2dr;Ford;Mustang 5.0;25495.0;2015;104608.70934;;Coupe;Petrol;https://www.autotrader.co.uk/classified/advert/201909031827363;Ford;Mustang;24950.0;2014;119000;ESSENCE;MANUELLE;http://www.leparking.fr//voiture-occasion-detail/ford-mustang-fastback/mustang-v6-coupe-auto-premium-cuir-auto/G5LK2Y75.html
105;Ford Mustang 5.0 V8 GT Fastback 2dr;Ford;Mustang 5.0;25495.0;2015;104608.70934;;Coupe;Petrol;https://www.autotrader.co.uk/classified/advert/201909031827363;Ford;Mustang cabriolet;26850.0;2014;85000;ESSENCE;MANUELLE;http://www.leparking.fr//voiture-occasion-detail/ford-mustang-cabriolet/mustang-cabriolet-v6-300cv-auto-premium-cuir/DCIKV7XZ.html
106;Ford Mustang 5.0 V8 GT Fastback 2dr;Ford;Mustang 5.0;25495.0;2015;104608.70934;;Coupe;Petrol;https://www.autotrader.co.uk/classified/advert/201909031827363;Ford;Mustang;36000.0;2014;85000;ESSENCE;MANUELLE;http://www.leparking.fr//voiture-occasion-detail/ford-mustang/gt-5.0-bvm6-premium/LD65OB38.html
107;Ford Mustang 5.0 V8 GT Fastback 2dr;Ford;Mustang 5.0;25495.0;2015;104608.70934;;Coupe;Petrol;https://www.autotrader.co.uk/classified/advert/201909031827363;Ford;Mustang;36000.0;2014;85000;ESSENCE;MANUELLE;http://www.leparking.fr//voiture-occasion-detail/ford-mustang-fastback/gt-5.0-bvm6-premium-cuir-en-option/H3TOWREC.html
108;Ford Mustang 5.0 V8 GT Fastback 2dr;Ford;Mustang 5.0;25495.0;2015;104608.70934;;Coupe;Petrol;https://www.autotrader.co.uk/classified/advert/201909031827363;Ford;Mustang;29990.0;2013;114500;ESSENCE;MANUELLE;http://www.leparking.fr//voiture-occasion-detail/ford-mustang/gt-v8-coyote-5.0-425cv-prix-inclue-cgf/7LP393A9.html
109;Ford Mustang 5.0 V8 GT Fastback 2dr;Ford;Mustang 5.0;25495.0;2015;104608.70934;;Coupe;Petrol;https://www.autotrader.co.uk/classified/advert/201909031827363;Ford;Mustang;46900.0;2013;75000;ESSENCE;-;http://www.leparking.fr//voiture-occasion-detail/ford-mustang/ford-mustang-v-2005-14-serie-2-gt-v8-5.0-occasion/CJUQ1ZOL.html
110;Ford Mustang 5.0 V8 GT Fastback 2dr;Ford;Mustang 5.0;25495.0;2015;104608.70934;;Coupe;Petrol;https://www.autotrader.co.uk/classified/advert/201909031827363;Ford;Mustang;38990.0;2015;54000;ESSENCE;MANUELLE;http://www.leparking.fr//voiture-occasion-detail/ford-mustang-fastback/ford-mustang-v8-fastback/PFYJIIV2.html
111;Ford Mustang 5.0 V8 GT Fastback 2dr;Ford;Mustang 5.0;25495.0;2015;104608.70934;;Coupe;Petrol;https://www.autotrader.co.uk/classified/advert/201909031827363;Ford;Mustang;38990.0;2015;54000;ESSENCE;MANUELLE;http://www.leparking.fr//voiture-occasion-detail/ford-mustang-fastback/fastback-v8-5.0-421-gt/KJZQ0XMQ.html
112;Ford Mustang 5.0 V8 GT Fastback 2dr;Ford;Mustang 5.0;25495.0;2015;104608.70934;;Coupe;Petrol;https://www.autotrader.co.uk/classified/advert/201909031827363;Porsche;Panamera;52690.0;2014;65000;DIESEL;AUTOMATIQUE;http://www.leparking.fr//voiture-occasion-detail/porsche-panamera/porsche-panamera-3.0-td-300-edition/LD1FJI88.html
113;Ford Mustang 5.0 V8 GT Fastback 2dr;Ford;Mustang 5.0;25495.0;2015;104608.70934;;Coupe;Petrol;https://www.autotrader.co.uk/classified/advert/201909031827363;Porsche;Panamera;72998.0;2014;58000;HYBRIDE;AUTOMATIQUE;http://www.leparking.fr//voiture-occasion-detail/porsche-panamera-s/panamera-s-e-hybrid-eh.-dienstwagen-eines-prominenten-kunstler/8UUIM294.html
114;Opel GT 2.0 litre 2 door coupe;Opel;GT 2.0;9450.0;2001;40233.5;;Coupe;Petrol;https://www.autotrader.co.uk/classified/advert/201905168013765;Ford;Mustang;49900.0;2015;68000;ESSENCE;AUTOMATIQUE;http://www.leparking.fr//voiture-occasion-detail/ford-mustang-fastback/rare-mustang-fastback-gt-50-eme-anniversaire/8UKWUOJ4.html
115;Opel GT 2.0 litre 2 door coupe;Opel;GT 2.0;9450.0;2001;40233.5;;Coupe;Petrol;https://www.autotrader.co.uk/classified/advert/201905168013765;Ford;Mustang;48500.0;2016;53000;ESSENCE;AUTOMATIQUE;http://www.leparking.fr//voiture-occasion-detail/ford-mustang/ford-mustang-gt-5-l-v8-kit-roush-custom-malus-inclus/BEHLZIEP.html
116;Opel GT 2.0 litre 2 door coupe;Opel;GT 2.0;9450.0;2001;40233.5;;Coupe;Petrol;https://www.autotrader.co.uk/classified/advert/201905168013765;Ford;Explorer;49907.0;2016;53962;                                        ESSENCE                                    ;Détail;http://www.leparking.fr//tools/ZC4BBZN4/0/P/PL.html
117;Opel GT 2.0 litre 2 door coupe;Opel;GT 2.0;9450.0;2001;40233.5;;Coupe;Petrol;https://www.autotrader.co.uk/classified/advert/201905168013765;Ford;Mustang;36800.0;2014;77500;ESSENCE;AUTOMATIQUE;http://www.leparking.fr//voiture-occasion-detail/ford-mustang/ford-mustang-gt-v8-5.0l-2014-premium-automatique/3KGV9SG1.html
118;Opel GT 2.0 litre 2 door coupe;Opel;GT 2.0;9450.0;2001;40233.5;;Coupe;Petrol;https://www.autotrader.co.uk/classified/advert/201905168013765;Ford;Mustang;44500.0;2015;54665;ESSENCE;MANUELLE;http://www.leparking.fr//voiture-occasion-detail/ford-mustang/mustang-gt-v8-5.0/G5LXXF05.html
119;Opel GT 2.0 litre 2 door coupe;Opel;GT 2.0;9450.0;2001;40233.5;;Coupe;Petrol;https://www.autotrader.co.uk/classified/advert/201905168013765;Ford;Mustang cabriolet;41000.0;2015;62700;ESSENCE;MANUELLE;http://www.leparking.fr//voiture-occasion-detail/ford-mustang-cabriolet/mustang-gt-v8-5.0-cabriolet/W6F11771.html
120;Opel GT 2.0 litre 2 door coupe;Opel;GT 2.0;9450.0;2001;40233.5;;Coupe;Petrol;https://www.autotrader.co.uk/classified/advert/201905168013765;Ford;Mustang;29900.0;2013;87008;ESSENCE;MANUELLE;http://www.leparking.fr//voiture-occasion-detail/ford-mustang/gt-5.0l-v8-bvm-coupe/EEEHZD9B.html
121;Opel GT 2.0 litre 2 door coupe;Opel;GT 2.0;9450.0;2001;40233.5;;Coupe;Petrol;https://www.autotrader.co.uk/classified/advert/201905168013765;Ford;Mustang;28800.0;2013;78400;ESSENCE;MANUELLE;http://www.leparking.fr//voiture-occasion-detail/ford-mustang/gt-5.0l-v8-bvm-cpe/YDD8XBLS.html
122;Opel GT 2.0 litre 2 door coupe;Opel;GT 2.0;9450.0;2001;40233.5;;Coupe;Petrol;https://www.autotrader.co.uk/classified/advert/201905168013765;Ford;Mustang cabriolet;30988.0;2013;113387;ESSENCE;MANUELLE;http://www.leparking.fr//voiture-occasion-detail/ford-mustang-cabriolet/gt-cabriolet-5.0l/A007610Z.html
123;Opel GT 2.0 litre 2 door coupe;Opel;GT 2.0;9450.0;2001;40233.5;;Coupe;Petrol;https://www.autotrader.co.uk/classified/advert/201905168013765;Ford;Mustang cabriolet;28700.0;2013;133737;ESSENCE;AUTOMATIQUE;http://www.leparking.fr//voiture-occasion-detail/ford-mustang-cabriolet/gt-cabriolet-5.0l/OKKWZ6KS.html
124;Opel GT 2.0 litre 2 door coupe;Opel;GT 2.0;9450.0;2001;40233.5;;Coupe;Petrol;https://www.autotrader.co.uk/classified/advert/201905168013765;Ford;Mustang;28600.0;2013;67600;ESSENCE;MANUELLE;http://www.leparking.fr//voiture-occasion-detail/ford-mustang/gt-5.0l-v8-bvm-coupe/IJJUBWJH.html
125;Opel GT 2.0 litre 2 door coupe;Opel;GT 2.0;9450.0;2001;40233.5;;Coupe;Petrol;https://www.autotrader.co.uk/classified/advert/201905168013765;Ford;Mustang cabriolet;31990.0;2013;74766;ESSENCE;MANUELLE;http://www.leparking.fr//voiture-occasion-detail/ford-mustang-cabriolet/gt-cabriolet-5.0l/NBBGKNIK.html
126;Opel GT 2.0 litre 2 door coupe;Opel;GT 2.0;9450.0;2001;40233.5;;Coupe;Petrol;https://www.autotrader.co.uk/classified/advert/201905168013765;Ford;Mustang cabriolet;30592.0;2014;92984;ESSENCE;AUTOMATIQUE;http://www.leparking.fr//voiture-occasion-detail/ford-mustang-cabriolet/gt-cabriolet-5.0l/7LJYNOC9.html
127;Opel GT 2.0 litre 2 door coupe;Opel;GT 2.0;9450.0;2001;40233.5;;Coupe;Petrol;https://www.autotrader.co.uk/classified/advert/201905168013765;Ford;Mustang cabriolet;34900.0;2013;50392;ESSENCE;MANUELLE;http://www.leparking.fr//voiture-occasion-detail/ford-mustang-cabriolet/gt-cabriolet-5.0l/9GXDJHPQ.html
128;Opel GT 2.0 litre 2 door coupe;Opel;GT 2.0;9450.0;2001;40233.5;;Coupe;Petrol;https://www.autotrader.co.uk/classified/advert/201905168013765;Ford;Mustang cabriolet;28588.0;2013;133793;ESSENCE;AUTOMATIQUE;http://www.leparking.fr//voiture-occasion-detail/ford-mustang-cabriolet/gt-cabriolet-5.0l/A02B7SLZ.html
129;Opel GT 2.0 litre 2 door coupe;Opel;GT 2.0;9450.0;2001;40233.5;;Coupe;Petrol;https://www.autotrader.co.uk/classified/advert/201905168013765;Ford;Mustang cabriolet;33900.0;2014;80000;ESSENCE;MANUELLE;http://www.leparking.fr//voiture-occasion-detail/ford-mustang-cabriolet/gt-premium/9GRC68VQ.html
130;Opel GT 2.0 litre 2 door coupe;Opel;GT 2.0;9450.0;2001;40233.5;;Coupe;Petrol;https://www.autotrader.co.uk/classified/advert/201905168013765;Ford;Mustang;29900.0;2015;89300;ESSENCE;MANUELLE;http://www.leparking.fr//voiture-occasion-detail/ford-mustang-fastback/mustang-4-cyl-turbo-cuir-8l-100-300cv/NBDJC06K.html
131;Opel GT 2.0 litre 2 door coupe;Opel;GT 2.0;9450.0;2001;40233.5;;Coupe;Petrol;https://www.autotrader.co.uk/classified/advert/201905168013765;Ford;Mustang;31500.0;2015;61000;ESSENCE;MANUELLE;http://www.leparking.fr//voiture-occasion-detail/ford-mustang-fastback/300cv-4cyl-turbo-bvm6-premium-300cv/PFYFUAK2.html
132;Opel GT 2.0 litre 2 door coupe;Opel;GT 2.0;9450.0;2001;40233.5;;Coupe;Petrol;https://www.autotrader.co.uk/classified/advert/201905168013765;Ford;Mustang;24950.0;2014;119000;ESSENCE;MANUELLE;http://www.leparking.fr//voiture-occasion-detail/ford-mustang-fastback/mustang-v6-coupe-auto-premium-cuir-auto/G5LK2Y75.html
133;Opel GT 2.0 litre 2 door coupe;Opel;GT 2.0;9450.0;2001;40233.5;;Coupe;Petrol;https://www.autotrader.co.uk/classified/advert/201905168013765;Ford;Mustang cabriolet;26850.0;2014;85000;ESSENCE;MANUELLE;http://www.leparking.fr//voiture-occasion-detail/ford-mustang-cabriolet/mustang-cabriolet-v6-300cv-auto-premium-cuir/DCIKV7XZ.html
134;Opel GT 2.0 litre 2 door coupe;Opel;GT 2.0;9450.0;2001;40233.5;;Coupe;Petrol;https://www.autotrader.co.uk/classified/advert/201905168013765;Ford;Mustang;36000.0;2014;85000;ESSENCE;MANUELLE;http://www.leparking.fr//voiture-occasion-detail/ford-mustang/gt-5.0-bvm6-premium/LD65OB38.html
135;Opel GT 2.0 litre 2 door coupe;Opel;GT 2.0;9450.0;2001;40233.5;;Coupe;Petrol;https://www.autotrader.co.uk/classified/advert/201905168013765;Ford;Mustang;36000.0;2014;85000;ESSENCE;MANUELLE;http://www.leparking.fr//voiture-occasion-detail/ford-mustang-fastback/gt-5.0-bvm6-premium-cuir-en-option/H3TOWREC.html
136;Opel GT 2.0 litre 2 door coupe;Opel;GT 2.0;9450.0;2001;40233.5;;Coupe;Petrol;https://www.autotrader.co.uk/classified/advert/201905168013765;Ford;Mustang;29990.0;2013;114500;ESSENCE;MANUELLE;http://www.leparking.fr//voiture-occasion-detail/ford-mustang/gt-v8-coyote-5.0-425cv-prix-inclue-cgf/7LP393A9.html
137;Opel GT 2.0 litre 2 door coupe;Opel;GT 2.0;9450.0;2001;40233.5;;Coupe;Petrol;https://www.autotrader.co.uk/classified/advert/201905168013765;Ford;Mustang;46900.0;2013;75000;ESSENCE;-;http://www.leparking.fr//voiture-occasion-detail/ford-mustang/ford-mustang-v-2005-14-serie-2-gt-v8-5.0-occasion/CJUQ1ZOL.html
138;Opel GT 2.0 litre 2 door coupe;Opel;GT 2.0;9450.0;2001;40233.5;;Coupe;Petrol;https://www.autotrader.co.uk/classified/advert/201905168013765;Ford;Mustang;38990.0;2015;54000;ESSENCE;MANUELLE;http://www.leparking.fr//voiture-occasion-detail/ford-mustang-fastback/ford-mustang-v8-fastback/PFYJIIV2.html
139;Opel GT 2.0 litre 2 door coupe;Opel;GT 2.0;9450.0;2001;40233.5;;Coupe;Petrol;https://www.autotrader.co.uk/classified/advert/201905168013765;Ford;Mustang;38990.0;2015;54000;ESSENCE;MANUELLE;http://www.leparking.fr//voiture-occasion-detail/ford-mustang-fastback/fastback-v8-5.0-421-gt/KJZQ0XMQ.html
140;Opel GT 2.0 litre 2 door coupe;Opel;GT 2.0;9450.0;2001;40233.5;;Coupe;Petrol;https://www.autotrader.co.uk/classified/advert/201905168013765;Porsche;Panamera;52690.0;2014;65000;DIESEL;AUTOMATIQUE;http://www.leparking.fr//voiture-occasion-detail/porsche-panamera/porsche-panamera-3.0-td-300-edition/LD1FJI88.html
141;Opel GT 2.0 litre 2 door coupe;Opel;GT 2.0;9450.0;2001;40233.5;;Coupe;Petrol;https://www.autotrader.co.uk/classified/advert/201905168013765;Porsche;Panamera;72998.0;2014;58000;HYBRIDE;AUTOMATIQUE;http://www.leparking.fr//voiture-occasion-detail/porsche-panamera-s/panamera-s-e-hybrid-eh.-dienstwagen-eines-prominenten-kunstler/8UUIM294.html
